mic1,mic2,mic3,mic4
-66,72,-74,120
-68,104,-80,8
-94,60,-68,58
-106,66,-102,62
-112,78,-80,62
-124,28,-88,190
-136,114,-52,92
-78,72,-52,152
-80,114,-20,166
-32,140,-48,134
-22,114,-20,108
12,120,-54,106
-48,112,-54,116
-74,102,-74,124
-76,108,-68,74
-170,102,-68,96
-148,84,-82,130
-126,88,-48,84
-98,130,-60,84
-98,98,-100,84
-68,114,-74,100
-20,68,-104,50
-70,98,-78,80
-58,64,-74,166
-98,64,-82,76
-90,72,-70,84
-130,44,-16,142
-146,74,-74,126
-142,116,-70,158
-88,70,-72,60
-52,40,-44,104
-56,110,-84,144
-68,126,-140,158
-84,110,-68,104
-68,90,-126,108
-116,42,-46,130
-128,104,-108,156
-138,56,-92,72
-148,24,-84,46
-130,36,-32,106
-136,104,-44,82
-120,130,-20,72
-84,120,-30,76
-66,92,-52,64
-88,98,-62,142
-82,130,-118,150
-60,132,-70,116
-62,64,-134,144
-104,74,-138,120
-120,70,-92,88
-108,32,-146,90
-136,56,-84,126
-134,54,-50,82
-138,70,-36,142
-146,82,-44,158
-98,70,-52,114
-126,106,-50,124
-110,86,-30,154
-72,100,-60,112
-100,54,-98,104
-118,96,-120,64
-106,90,-94,72
-126,68,-126,72
-110,88,-84,64
-122,132,-88,66
-124,66,-56,108
-118,112,-56,132
-146,96,-60,158
-128,114,-28,134
-122,138,-38,150
-130,84,-48,72
-80,100,-32,138
-120,114,-84,80
-78,90,-88,104
-120,112,-98,128
-140,86,-126,86
-138,64,-102,92
-124,54,-112,148
-134,98,-86,122
-160,36,-86,46
-140,92,-64,156
-128,66,-78,96
-148,70,-64,136
-130,78,-82,114
-120,104,-72,88
-124,102,-102,146
-110,98,-106,92
-90,104,-108,80
-140,82,-88,88
-126,46,-70,92
-106,76,-86,108
-96,78,-56,96
-128,124,-88,94
-134,106,-48,110
-134,116,-60,136
-158,122,-52,156
-124,106,-100,138
-128,88,-62,128
-120,88,-72,138
-98,88,-86,104
-104,68,-118,102
-94,68,-90,106
-100,78,-138,116
-130,90,-110,134
-120,92,-106,98
-164,94,-58,118
-166,108,-40,138
-146,90,-48,94
-140,102,-58,92
-122,86,-56,114
-110,96,-72,124
-122,94,-114,108
-98,108,-78,106
-138,80,-102,102
-104,84,-86,96
-100,52,-90,106
-132,56,-74,100
-132,60,-64,102
-146,54,-74,80
-160,88,-84,118
-134,106,-70,112
-116,96,-68,116
-144,124,-102,112
-104,124,-92,116
-126,100,-110,98
-104,88,-96,96
-112,84,-88,90
-118,64,-108,96
-132,86,-70,100
-130,78,-76,136
-152,68,-78,110
-124,104,-92,114
-142,98,-96,120
-140,88,-106,82
-102,100,-104,98
-98,128,-116,124
-80,106,-96,140
-90,66,-94,86
-110,54,-76,126
-150,44,-86,134
-156,68,-62,118
-140,96,-52,118
-154,94,-48,140
-126,114,-100,154
-132,150,-60,112
-92,156,-106,128
-88,110,-94,148
-84,140,-96,154
-58,82,-82,94
-104,88,-104,128
-102,68,-96,86
-106,84,-54,122
-108,88,-40,136
-130,110,-50,130
-124,110,-68,150
-136,134,-62,146
-114,98,-74,140
-90,132,-118,154
-96,118,-96,108
-96,62,-80,136
-96,106,-88,116
-96,54,-100,118
-94,32,-64,102
-98,88,-34,106
-112,74,-32,90
-96,84,-44,98
-156,84,-28,112
-116,88,-68,90
-68,138,-88,134
-82,112,-86,116
-62,98,-64,138
-76,114,-76,156
-88,78,-66,120
-86,118,-48,124
-100,72,-72,110
-66,84,-64,118
-100,148,-88,130
-90,122,-106,116
-80,120,-52,118
-78,132,-86,108
-66,134,-70,114
-92,94,-50,120
-96,90,-28,112
-70,54,-34,114
-108,70,-58,172
-104,78,-52,120
-90,90,-60,136
-22,92,-108,120
-58,78,-86,128
-62,142,-90,102
-30,118,-66,86
-72,96,-62,130
-68,114,-42,100
-64,90,-46,154
-106,76,-48,140
-96,94,-52,106
-74,88,-72,126
-64,126,-60,116
-44,128,-84,116
-66,128,-98,122
-56,128,-56,128
-64,138,-70,114
-56,108,-48,124
-60,114,-32,84
-64,118,-32,88
-60,76,-44,104
-68,92,-60,88
-60,94,-66,76
-58,82,-64,122
-50,114,-92,96
-58,108,-82,134
-32,114,-82,112
-52,112,-76,96
-30,104,-58,108
-56,98,-40,106
-60,74,-36,84
-98,68,-28,82
-76,98,-48,80
-62,98,-58,56
-50,56,-76,92
-42,98,-72,76
-42,96,-92,68
-56,102,-82,104
-54,88,-80,100
-64,116,-60,132
-50,90,-54,72
-46,84,-52,84
-62,96,-66,92
-66,88,-74,66
-46,102,-78,86
-72,78,-54,78
-54,88,-94,56
-38,84,-70,74
-42,84,-88,94
-20,82,-72,56
-40,78,-86,76
-40,104,-68,96
-50,106,-56,92
-40,96,-80,86
-46,94,-62,72
-38,96,-62,90
-28,100,-66,84
-28,112,-64,82
-62,96,-54,48
-34,104,-86,90
-30,74,-62,74
-20,82,-64,42
-12,86,-78,76
-8,78,-78,66
-4,66,-76,58
-24,86,-68,46
-14,78,-58,72
-34,100,-52,96
-6,124,-48,62
-22,96,-34,72
-46,116,-42,84
-34,118,-52,60
10,96,-52,80
-14,110,-76,74
-22,80,-52,86
-18,94,-62,60
-30,100,-62,68
-20,62,-44,66
14,82,-84,88
-16,94,-56,88
16,106,-60,92
14,120,-72,70
-2,116,-66,94
-12,94,-70,82
2,126,-60,74
-14,94,-22,54
-8,100,-56,64
4,96,-36,64
-16,84,-20,68
16,62,-34,98
0,76,-46,62
6,122,-76,76
20,100,-78,76
16,120,-66,78
8,120,-70,52
-12,106,-60,66
-10,116,-54,60
-46,100,-44,66
4,108,-38,46
-8,94,-56,82
16,104,-42,50
8,86,-46,90
22,112,-56,52
32,110,-82,46
30,96,-44,82
10,116,-64,68
8,98,-58,54
12,98,-52,34
12,66,-64,56
-10,54,-6,50
16,102,-60,62
38,68,-50,78
40,92,-74,84
6,112,-52,54
32,130,-64,62
24,110,-76,40
14,112,-66,60
-4,92,-74,42
2,64,-62,72
-8,66,-60,74
12,70,-72,114
6,70,-54,72
6,120,-54,50
32,104,-58,54
40,106,-88,50
38,118,-70,36
40,86,-58,36
22,80,-42,30
14,102,-56,62
6,76,-64,86
14,96,-46,50
32,102,-76,80
-10,90,-60,64
30,94,-68,48
42,88,-56,34
14,92,-40,32
50,84,-34,62
34,86,-52,54
0,76,-46,74
10,98,-60,60
24,114,-64,70
24,106,-60,52
34,110,-66,82
40,100,-50,56
40,96,-78,38
38,100,-78,50
30,84,-48,72
20,92,-58,64
-8,80,-48,36
-10,116,-50,56
-22,82,-66,36
18,104,-44,66
18,112,-46,60
48,110,-52,54
48,104,-48,62
46,104,-44,34
44,118,-52,48
46,114,-36,52
4,112,-64,46
40,92,-60,46
20,92,-72,56
6,82,-48,72
18,94,-42,84
32,78,-40,72
12,72,-18,80
38,90,-48,88
32,104,-46,70
24,122,-44,44
26,104,-62,50
38,98,-62,36
12,120,-70,30
42,100,-50,68
26,92,-66,58
40,68,-52,70
28,80,-52,92
58,100,-56,78
32,114,-32,72
54,90,-50,58
38,90,-8,60
24,84,-34,24
56,100,-42,34
28,100,-44,62
10,90,-62,50
24,82,-66,40
46,66,-88,54
32,56,-78,42
72,86,-70,60
40,100,-88,68
0,86,-44,52
14,86,-54,40
42,96,-66,42
28,106,-62,24
20,88,-66,60
4,86,-42,24
34,78,-60,6
28,82,-50,32
50,56,-14,42
44,62,-56,52
44,82,-68,56
42,66,-72,56
50,118,-58,54
24,98,-56,46
40,102,-58,50
12,110,-50,44
16,96,-60,36
18,92,-38,40
8,102,-42,0
48,78,-50,44
12,76,-62,58
32,80,-52,40
54,116,-74,58
38,92,-78,42
34,82,-48,60
26,80,-58,28
14,96,-62,26
6,80,-46,40
0,82,-66,38
32,88,-60,46
18,78,-42,30
28,80,-68,30
44,74,-80,58
54,72,-52,40
28,128,-74,30
34,92,-82,58
32,70,-82,38
32,86,-60,32
40,82,-68,38
12,78,-66,16
38,60,-26,60
10,76,-48,48
24,76,-50,40
28,60,-52,46
26,92,-78,32
48,96,-100,42
20,102,-68,8
38,82,-80,34
20,104,-100,22
-6,68,-96,28
26,110,-56,46
-2,62,-64,36
6,110,-28,18
4,68,-52,18
-4,104,-50,26
32,82,-72,40
32,64,-52,42
20,60,-108,52
44,72,-88,40
28,82,-70,42
54,92,-90,32
30,64,-90,20
18,88,-70,58
10,104,-28,10
20,78,-82,22
8,102,-70,20
24,68,-38,32
22,74,-22,38
16,68,-48,36
12,52,-44,36
16,94,-54,20
26,60,-52,40
30,56,-52,32
54,80,-44,20
50,70,-64,32
74,88,-60,14
54,106,-72,32
38,88,-66,26
16,100,-82,24
24,82,-92,50
24,88,-74,52
14,76,-68,30
18,74,-52,54
14,64,-58,36
40,76,-60,30
40,84,-82,32
22,72,-86,44
2,96,-96,26
8,82,-60,12
22,88,-68,36
-2,80,-90,14
28,90,-52,52
10,84,-62,38
24,74,-68,22
14,68,-62,30
14,84,-56,44
12,76,-66,54
24,72,-56,36
16,66,-68,34
2,66,-70,34
42,74,-68,42
42,84,-70,20
34,92,-66,4
40,108,-70,14
42,86,-78,32
6,98,-60,24
28,76,-38,38
32,88,-64,20
32,82,-72,34
38,64,-68,40
20,70,-56,18
4,66,-62,50
-14,82,-48,20
20,94,-44,48
26,98,-52,10
40,74,-66,-2
24,70,-66,6
0,96,-58,28
0,80,-84,18
16,62,-58,10
16,80,-56,42
14,60,-40,52
16,76,-64,22
10,78,-54,10
4,80,-90,34
18,82,-84,38
-10,112,-64,24
12,96,-74,18
6,86,-70,20
26,100,-78,0
38,102,-78,24
14,82,-70,42
34,84,-46,30
20,74,-82,64
26,80,-72,48
-2,82,-60,62
-2,80,-98,4
6,72,-76,18
2,82,-74,24
28,76,-68,12
0,62,-56,32
-4,74,-64,-2
32,62,-58,16
18,96,-68,36
24,88,-54,2
10,76,-64,58
24,88,-60,42
20,74,-58,38
12,80,-62,18
46,104,-70,28
8,80,-38,32
30,88,-84,34
44,102,-64,28
46,84,-64,28
32,84,-86,20
38,68,-62,28
32,68,-46,2
48,54,-60,16
16,74,-68,16
14,78,-70,34
10,66,-68,24
24,88,-82,36
32,66,-68,32
24,62,-42,8
24,74,-44,36
24,68,-60,12
8,90,-44,12
36,84,-62,16
4,82,-68,36
32,78,-88,22
10,104,-36,32
24,74,-74,20
22,104,-74,22
16,86,-44,28
16,86,-64,26
16,88,-24,26
26,110,-72,42
8,76,-46,30
12,64,-50,62
26,70,-66,30
28,88,-82,18
10,90,-66,16
40,118,-64,24
24,96,-58,14
14,94,-26,28
36,90,-42,44
18,90,-64,28
12,72,-38,46
24,76,-68,32
24,90,-72,48
26,86,-72,62
28,92,-56,26
30,66,-64,44
14,94,-64,28
56,82,-60,44
12,104,-66,12
38,102,-54,14
16,82,-64,0
10,98,-70,6
26,94,-70,24
28,102,-60,18
22,100,-80,4
22,92,-46,42
12,58,-60,22
32,70,-38,30
16,84,-30,38
14,84,-44,32
24,68,-68,26
18,78,-54,36
-4,96,-72,18
-6,74,-52,24
22,106,-80,10
36,88,-58,2
28,84,-70,0
32,96,-58,30
46,56,-68,34
36,92,-58,30
30,82,-58,34
44,84,-68,20
36,78,-56,4
-2,74,-48,34
32,90,-56,20
20,86,-46,2
24,80,-62,16
26,100,-34,10
34,100,-42,16
26,98,-44,26
34,98,-62,18
44,92,-66,18
12,92,-60,26
34,88,-58,22
10,76,-54,2
30,94,-64,22
24,80,-46,34
28,90,-28,34
18,104,-34,0
0,92,-44,2
12,86,-38,-6
22,96,-56,20
28,102,-58,20
-16,100,-80,0
24,92,-66,-14
26,74,-72,8
30,66,-68,-12
16,84,-24,18
24,56,-48,-10
-4,88,-78,-4
-14,74,-48,0
-22,58,-40,-12
8,54,-68,8
16,106,-80,-4
22,96,-68,22
10,68,-92,-10
32,76,-78,12
24,114,-90,-10
18,80,-58,-14
-6,60,-96,6
10,62,-62,-10
8,74,-68,-12
6,68,-56,10
-22,56,-68,-2
-10,80,-94,-4
-4,74,-56,-10
12,80,-74,0
2,80,-80,6
-12,86,-96,-34
18,72,-72,-2
24,88,-86,6
-4,64,-68,-28
18,66,-76,-12
-2,56,-66,6
18,72,-88,18
2,62,-60,28
-6,62,-72,-10
34,68,-76,-14
-24,78,-86,-12
30,80,-86,-2
32,76,-90,-32
-16,72,-88,12
-28,70,-108,8
36,98,-80,0
-48,90,-102,-2
26,78,-80,-10
34,74,-62,-34
6,94,-48,-12
2,66,-72,0
-38,64,-80,16
26,70,-52,-26
-34,68,-56,-20
-4,76,-82,-36
-2,76,-64,-14
26,66,-58,-30
16,60,-88,2
44,68,-88,-40
0,72,-84,-2
-12,66,-58,-28
18,30,-70,12
-22,62,-74,-60
-10,82,-80,-12
-12,56,-56,4
-24,60,-66,-24
-10,56,-72,-8
2,64,-80,-34
-30,72,-86,-10
12,66,-78,-16
8,66,-64,4
-12,62,-92,0
22,60,-84,-20
0,64,-68,10
20,70,-60,6
-6,64,-74,-34
18,74,-78,12
28,78,-92,24
18,58,-84,4
8,80,-82,22
22,76,-80,8
28,70,-66,-2
-8,70,-72,0
-18,62,-64,26
4,106,-70,20
6,74,-42,-8
30,118,-68,16
-12,128,-74,-8
16,130,-40,-18
14,80,-78,-14
10,96,-62,8
12,72,-56,-14
14,68,-78,18
14,72,-64,-6
2,62,-84,-12
24,72,-84,-12
4,66,-56,-4
26,64,-56,-10
-16,104,-58,-16
2,68,-54,-44
10,66,-60,-28
14,96,-74,-44
-28,84,-72,-2
-14,90,-88,-12
-2,66,-74,0
-16,44,-58,2
-12,78,-86,-44
-10,62,-74,-6
24,64,-54,-6
22,60,-68,-24
14,72,-66,-30
22,72,-48,-14
-6,60,-42,6
4,82,-68,-36
8,76,-70,-2
4,62,-76,-8
4,96,-46,-18
20,58,-58,18
8,72,-80,-6
34,102,-64,-40
14,74,-74,28
14,116,-68,-40
4,120,-64,-22
16,88,-22,8
-18,86,-86,-36
-8,46,-76,-26
14,44,-90,26
16,82,-80,-10
10,70,-70,16
18,80,-60,-24
-10,106,-74,-6
20,118,-66,-16
-10,110,-64,4
-2,74,-70,-20
14,52,-64,4
-12,106,-78,-12
-4,72,-64,-22
-14,82,-60,-28
4,68,-76,-10
-10,80,-50,-34
-6,68,-52,-12
-4,82,-58,-4
-10,48,-72,-30
-20,94,-72,-8
8,90,-90,0
6,88,-82,-2
-28,80,-76,-34
-2,64,-64,-22
-12,68,-54,2
0,70,-62,-20
6,54,-78,-38
-10,50,-84,-2
6,42,-46,-24
-2,44,-74,-8
0,74,-52,-12
-2,60,-80,-2
4,74,-90,-2
-14,92,-74,-22
0,102,-74,-8
10,78,-78,-18
-10,64,-68,-10
-10,64,-38,-6
-26,78,-70,-20
-10,70,-84,-2
6,86,-80,-14
-6,78,-70,-4
14,98,-78,-24
2,84,-80,-44
-10,92,-64,-46
-26,80,-50,-28
2,98,-62,-22
10,46,-52,-24
-8,72,-58,-34
-4,86,-74,-6
6,52,-56,-10
-14,58,-76,-32
-10,78,-54,-30
-2,72,-74,-8
22,52,-82,-38
16,84,-86,0
-14,104,-64,-8
-2,96,-76,-34
-2,70,-76,-14
-24,42,-64,-32
2,84,-60,-26
-12,66,-54,-26
-8,84,-72,-34
-10,66,-82,-42
-2,62,-76,-20
-4,66,-76,-36
6,86,-66,-14
18,56,-96,2
8,88,-76,-24
-4,56,-94,-16
-18,90,-82,-30
-10,78,-82,-32
-22,72,-74,-30
-8,88,-72,-52
-6,92,-68,-30
0,68,-50,4
-34,68,-72,-6
-10,82,-78,-16
-8,64,-50,-18
0,66,-74,-20
4,76,-62,-10
-10,78,-60,-18
-20,94,-78,-22
16,74,-62,-10
4,82,-52,-18
-2,88,-48,-30
10,88,-88,-24
-20,84,-60,-32
22,88,-60,-22
4,100,-74,-6
14,92,-44,-16
-24,84,-54,0
-8,82,-56,-22
6,80,-58,10
4,74,-68,-14
-10,46,-66,-30
-2,74,-72,-20
4,90,-58,-18
18,98,-66,-46
16,100,-64,-30
-18,82,-74,-30
8,78,-88,-32
18,60,-92,-22
14,78,-70,-36
18,80,-66,-30
-18,70,-74,-10
-20,78,-80,2
-8,76,-68,-18
-32,78,-66,-36
-18,94,-82,-22
-4,60,-48,-32
0,80,-94,-28
-8,80,-92,-8
-12,60,-70,-46
-26,76,-80,-58
22,58,-58,12
-42,46,-50,-10
-8,62,-90,-54
26,86,-52,-50
-8,78,-42,-40
-80,40,-66,26
-22,66,-108,-12
-10,72,-74,-64
-32,104,-66,-46
-52,82,-68,-38
-2,42,-98,24
-12,78,-86,4
30,76,-70,-98
6,66,-64,-32
-34,80,-80,-26
-26,42,-104,-36
-26,56,-68,-32
6,90,-86,-36
-14,114,-72,-22
-30,60,-110,-10
-42,72,-84,-6
2,60,-74,-24
4,80,-70,-30
-18,90,-80,-4
-16,62,-78,-12
6,66,-90,-34
4,90,-52,-4
-12,48,-98,-34
-22,94,-62,-38
18,70,-82,-4
-16,66,-56,-36
-8,56,-62,-58
2,74,-82,-16
-18,80,-46,-20
-10,70,-66,-22
32,46,-56,-26
-4,88,-58,-16
-10,94,-62,-20
16,44,-44,-22
4,84,-72,-12
-26,106,-62,-40
-30,82,-52,-18
-10,96,-82,-44
0,68,-54,-28
-4,64,-72,-42
-4,72,-74,0
-26,88,-78,-26
4,76,-60,-26
-8,64,-66,-6
-22,72,-80,-24
-10,68,-84,-8
-14,74,-78,-22
2,66,-80,-26
-24,96,-50,-22
-14,80,-80,-28
-12,74,-72,-6
-4,96,-72,0
-26,76,-50,-36
8,78,-80,-40
-18,48,-52,-48
-34,66,-52,-20
-18,86,-70,-4
6,76,-60,-20
-6,102,-68,-44
-2,86,-60,-44
-8,74,-60,-28
-32,100,-76,-28
10,52,-52,-20
4,70,-80,-24
4,82,-48,-14
-4,56,-64,-28
-18,70,-70,-36
-28,42,-78,-16
10,98,-60,-24
-14,92,-78,-30
0,44,-90,-22
-4,78,-84,-8
-12,96,-66,-30
-8,96,-74,-16
-26,88,-82,-12
2,90,-78,-36
-14,88,-74,-32
6,106,-88,-36
-10,66,-64,-4
-40,60,-60,-22
-14,106,-64,-16
-14,72,-82,-34
-10,76,-84,-40
-24,70,-80,-30
-14,58,-54,-2
-2,62,-86,-28
6,40,-82,-32
-4,72,-52,-20
-26,80,-74,-26
-26,94,-84,-12
-12,50,-74,-6
-36,74,-74,-6
-16,96,-76,8
-16,96,-70,-34
-24,56,-60,-30
-20,42,-58,-34
-20,86,-88,-20
-30,68,-84,-42
-10,48,-82,-34
-14,68,-70,-40
-20,76,-80,-26
-38,70,-70,-32
-8,70,-92,-26
-22,48,-90,-28
-36,86,-112,-32
-26,52,-88,-30
-20,68,-86,-18
-26,58,-106,-30
-32,76,-80,-38
-32,60,-78,-38
-22,46,-82,-38
-32,74,-78,-46
-8,52,-56,-32
-2,52,-94,-32
2,64,-66,-38
-26,64,-68,-34
-38,54,-76,-8
-20,68,-66,-72
-12,66,-88,-22
-20,80,-72,-34
-36,86,-86,-18
-22,44,-82,-42
-22,82,-72,-34
-8,50,-62,-28
0,50,-88,-46
-14,96,-66,-16
-10,72,-82,-22
-14,58,-96,-18
-4,66,-76,-22
-30,64,-66,-26
-16,60,-86,-10
-28,74,-74,-16
-24,96,-76,-26
-22,58,-102,-20
-18,82,-98,-24
-24,60,-104,-46
-26,48,-86,-18
-32,68,-76,-12
-26,78,-98,-46
-24,60,-62,-40
-18,68,-70,-46
-24,78,-98,-4
-10,58,-70,-20
-28,64,-84,-18
-14,80,-106,-30
-26,62,-70,-28
-6,80,-78,-18
-60,76,-76,-34
-24,78,-86,-44
-26,60,-68,-46
-10,60,-72,-50
-24,64,-70,-38
-32,46,-72,-30
-30,56,-108,-14
-18,74,-80,-24
-20,36,-72,-32
-44,58,-94,-18
-38,56,-94,-40
0,62,-68,-26
-28,74,-94,-58
-22,64,-92,-34
-22,86,-106,-36
-28,60,-86,-40
-18,64,-84,-50
-12,48,-66,-30
-16,70,-100,-40
-20,70,-74,-38
-16,80,-72,-50
-24,64,-88,-22
-2,44,-88,-32
-10,86,-64,-18
-4,60,-98,-22
-48,82,-76,-44
-24,78,-94,-46
-28,66,-108,-44
-26,52,-86,-64
-12,82,-68,-38
-26,58,-66,-34
-6,54,-70,-36
-32,84,-92,-10
-40,54,-82,-12
-20,74,-82,-26
-22,86,-88,-46
-36,72,-64,-32
-44,62,-100,-44
-30,54,-96,-28
-28,52,-82,-18
-40,74,-82,-38
10,62,-70,-36
-38,72,-74,-12
-32,58,-46,-46
-28,48,-66,-36
-38,60,-64,-60
-22,78,-80,-20
-10,76,-80,-22
-10,64,-88,-16
-10,100,-58,-34
-24,90,-66,-36
-34,72,-84,-40
-14,64,-66,-38
-34,52,-104,-24
-8,94,-98,-24
-20,64,-64,-32
-38,68,-84,-50
-16,78,-82,-56
-20,56,-86,-44
-26,56,-88,-16
-24,70,-74,-12
-26,86,-68,-38
-16,74,-60,4
-36,62,-76,-48
-28,102,-68,-12
-32,90,-80,-30
-16,76,-82,-20
-30,80,-80,-32
-22,80,-96,-38
-20,72,-88,-44
-14,72,-74,-36
-20,44,-92,-54
8,70,-84,-22
-18,70,-84,-40
-30,82,-52,-42
-24,58,-88,-38
-48,52,-72,-42
-30,68,-96,-34
-22,42,-84,-32
-34,58,-92,-38
-40,64,-64,-26
-20,66,-88,-32
-26,86,-90,-16
-6,70,-56,-38
-24,56,-66,-30
-22,40,-68,-26
-26,78,-58,-30
-4,62,-80,-14
-26,78,-44,-34
-24,78,-58,-40
-8,104,-78,-44
-34,86,-74,-28
-44,80,-86,-52
-12,70,-78,-40
10,66,-72,-44
-20,42,-98,-12
0,98,-84,-26
-30,76,-72,-26
-28,70,-82,-30
-30,78,-76,-28
-34,86,-70,-28
-22,78,-72,-22
-20,62,-64,-30
-20,66,-62,-26
-30,62,-70,-36
-2,76,-58,-20
-14,84,-106,-14
-30,48,-78,-46
-16,66,-98,-28
-36,60,-90,-24
-8,40,-90,-26
-32,38,-78,-26
-46,86,-96,-56
-28,62,-86,-12
-24,50,-70,-34
-30,86,-74,-48
-34,46,-68,-24
-6,50,-74,-52
-24,92,-98,-28
-8,52,-72,-28
2,82,-86,-26
-20,76,-84,-26
-18,62,-92,-36
-14,56,-76,-48
-40,64,-74,-60
-26,76,-72,-46
-16,70,-84,-50
-46,36,-66,-40
-34,68,-64,-16
-26,64,-68,-36
-30,64,-72,-32
-12,56,-108,-18
-32,86,-70,-22
-28,66,-68,-24
-28,70,-88,-42
2,64,-84,-32
-26,76,-70,-38
-44,64,-68,-20
8,74,-66,-42
-36,114,-84,-44
-32,78,-64,-24
-18,82,-58,-14
-58,64,-58,-28
-30,78,-88,-22
-10,46,-90,-16
-8,78,-62,-20
-28,76,-80,-36
-40,72,-76,-16
-10,104,-78,-32
-16,58,-82,-30
-16,76,-64,-44
0,62,-92,-44
-4,82,-74,-38
4,80,-78,-14
-2,76,-70,-36
-32,92,-72,-38
-24,72,-84,-52
-36,88,-52,-24
-22,72,-68,-36
-32,68,-78,-22
-26,70,-74,-44
4,72,-70,-22
-24,82,-62,-24
-30,68,-76,-52
-12,80,-64,-32
-22,52,-106,-48
2,66,-92,-36
-52,70,-88,-40
-46,56,-78,-26
-32,60,-76,-68
-32,60,-74,-24
-20,62,-64,-38
-10,64,-66,-24
-20,96,-78,-40
-14,84,-72,-26
-14,76,-72,-26
-8,64,-62,-26
-36,60,-92,-30
-16,68,-96,-58
-20,72,-92,-30
-36,50,-68,-42
-32,62,-68,-18
-26,50,-74,-64
-22,70,-72,-52
-20,68,-72,-58
-26,66,-60,-40
-38,70,-68,-28
-50,86,-86,-32
-18,68,-88,-20
-44,76,-84,-18
-24,52,-68,-42
-28,56,-98,-40
-40,66,-92,-50
-36,64,-64,-50
-54,70,-96,-56
-32,54,-108,-42
-16,46,-78,-42
-12,58,-56,-30
-30,58,-96,-26
-20,82,-82,-28
-26,66,-80,-20
-14,74,-72,-38
-4,36,-82,-14
-24,74,-70,-24
-26,52,-80,-42
-34,46,-84,-52
-20,60,-84,-46
-34,64,-82,-50
-30,52,-74,-38
-32,62,-74,-62
-50,60,-76,-22
-32,60,-68,-52
-36,74,-78,-32
-34,78,-64,-34
-24,90,-72,-34
-24,54,-74,-38
-30,80,-82,-56
-32,88,-74,-30
-56,56,-76,-60
-32,52,-76,-42
-40,62,-88,-50
-16,60,-78,-32
-36,82,-78,-38
-4,84,-88,-54
-26,66,-74,-44
-30,68,-66,-40
-26,78,-66,-38
-22,52,-84,-44
-20,58,-72,-58
14,70,-72,-46
-22,58,-84,-34
0,56,-76,-60
-26,62,-86,-30
-44,54,-78,-48
-14,70,-80,-42
-18,68,-90,-48
-30,54,-72,-32
-18,78,-74,-50
-40,50,-70,-42
-22,76,-80,-40
-30,74,-60,-44
-28,66,-66,-34
-30,58,-106,-54
-36,52,-70,-34
0,62,-82,-48
-40,78,-86,-64
-24,68,-78,-36
-30,56,-80,-40
4,76,-108,-46
-34,82,-62,-38
-6,76,-50,-56
-32,66,-68,-64
-36,76,-62,-46
-26,88,-74,-36
-38,78,-64,-56
-14,72,-74,-48
-8,68,-76,-44
-34,66,-80,-16
-22,98,-96,-44
-48,66,-98,-48
-16,66,-76,-38
-14,78,-80,-30
-10,74,-66,-68
-18,88,-100,-40
-38,56,-72,-52
-4,60,-62,-62
-22,80,-58,-70
-44,78,-82,-50
-34,78,-112,-40
-34,72,-96,-38
-16,90,-94,-58
-36,66,-86,-14
-36,70,-68,-24
-24,52,-84,-38
-30,80,-88,-60
-30,64,-88,-20
-36,74,-80,-50
-32,78,-94,-48
-44,58,-78,-52
-14,86,-76,-42
-36,74,-64,-48
-30,74,-60,-36
-10,74,-72,-36
0,64,-76,-34
-24,64,-70,-36
-48,64,-84,-66
-20,96,-66,-56
-40,70,-86,-58
-36,82,-72,-50
-26,60,-92,-42
-36,78,-86,-48
-28,80,-68,-66
-26,68,-58,-8
-38,62,-50,-94
-34,62,-78,-36
-26,72,-98,-90
-28,66,-64,-72
-20,96,-82,-96
-48,66,-76,-90
-14,68,-78,-40
-30,64,-76,-20
-54,72,-86,-76
-36,74,-82,-56
-54,54,-94,-68
-30,70,-76,-72
-22,88,-82,-102
-12,66,-100,-64
-18,38,-64,-74
-22,72,-76,-58
-30,84,-66,-50
-30,82,-50,-34
-44,70,-80,-50
-58,68,-66,-52
-22,78,-76,-84
-26,46,-66,-68
-16,72,-78,-86
-4,60,-76,-82
-14,68,-102,-60
-30,78,-80,-48
-30,78,-86,-20
-34,80,-56,-38
-40,68,-80,-38
-48,76,-84,-42
-10,62,-80,-62
-14,80,-66,-78
-8,48,-98,-88
-12,84,-78,-58
-22,88,-116,-50
-16,82,-98,-14
-34,68,-76,-42
-28,62,-82,-66
-34,40,-64,-64
-26,64,-62,-62
-20,64,-56,-82
-14,52,-78,-74
-18,60,-86,-72
-22,74,-82,-36
-26,66,-78,-48
-30,66,-84,-70
-34,74,-78,-54
-36,64,-70,-60
-26,48,-70,-96
-42,78,-72,-66
-22,58,-84,-74
-10,66,-58,-68
-14,62,-70,-74
-32,70,-76,-66
-44,78,-58,-56
-42,106,-68,-54
-44,56,-76,-36
-30,58,-64,-56
-38,82,-46,-60
-32,68,-94,-64
-38,48,-92,-64
-10,62,-78,-46
-36,66,-98,-54
-30,62,-102,-90
-44,62,-92,-48
-26,52,-100,-68
-54,76,-74,-66
-28,56,-80,-76
-18,52,-74,-62
-32,84,-82,-48
-44,88,-80,-58
-52,54,-74,-56
-34,70,-96,-64
-62,52,-90,-52
-34,46,-102,-40
-24,60,-102,-90
-42,74,-100,-74
-16,48,-88,-78
-10,66,-56,-62
-8,56,-74,-74
-44,84,-78,-44
-34,74,-78,-76
-40,66,-96,-66
-34,72,-82,-78
-26,74,-90,-72
