mic1,mic2,mic3,mic4
0,100,-48,36
12,92,-82,64
10,110,-70,48
-6,82,-64,92
36,88,-54,44
-4,82,-52,70
-18,102,-68,48
2,104,-64,56
0,118,-62,68
0,92,-58,62
-16,118,-70,44
-16,90,-78,50
8,96,-76,42
22,80,-70,50
8,84,-56,74
4,98,-64,66
24,98,-48,80
-10,98,-54,50
-4,86,-52,56
-4,118,-40,66
14,80,-48,66
2,86,-56,56
2,94,-52,58
-10,66,-80,44
-2,96,-68,82
-2,94,-58,56
6,108,-68,68
-8,92,-60,48
24,80,-46,62
-14,78,-46,36
-12,130,-48,30
6,76,-46,44
-8,98,-52,54
14,100,-46,30
26,100,-44,78
-8,88,-76,48
-12,100,-64,56
8,102,-66,50
-28,86,-76,72
26,94,-82,78
8,92,-56,48
22,106,-54,62
8,94,-52,40
12,96,-50,38
-2,72,-70,20
-6,110,-62,50
6,108,-54,48
10,100,-86,34
-10,112,-66,52
4,96,-90,34
6,94,-68,54
-4,98,-60,30
-28,92,-42,70
12,102,-62,62
-4,90,-68,54
6,90,-48,56
-14,98,-80,38
4,102,-54,50
-2,88,-44,44
10,92,-62,34
6,82,-76,52
0,84,-68,52
-12,94,-78,62
20,102,-68,40
2,100,-78,24
24,76,-62,16
18,92,-62,14
28,112,-58,54
22,92,-64,8
-6,88,-76,28
0,98,-70,44
-10,92,-42,36
0,82,-56,22
16,62,-68,56
-10,82,-94,12
-36,90,-76,14
-14,94,-82,36
-14,68,-82,32
12,98,-68,50
8,98,-72,34
-18,86,-62,46
8,96,-94,20
-14,94,-62,24
-6,54,-54,18
-18,102,-84,28
8,70,-84,22
-22,64,-80,34
4,104,-72,18
8,74,-80,42
0,82,-72,6
22,98,-66,14
2,104,-74,38
-6,96,-58,16
18,88,-90,-8
4,84,-60,12
-2,94,-68,32
16,104,-70,-6
10,80,-94,32
22,86,-82,28
6,96,-104,26
14,86,-48,28
-8,72,-60,18
2,92,-48,20
-14,72,-64,8
14,86,-74,16
-6,102,-58,20
8,84,-76,20
0,112,-102,-2
12,94,-76,8
16,86,-76,10
8,84,-74,6
6,84,-50,8
0,64,-70,24
-6,90,-72,16
-6,60,-82,14
-28,86,-76,24
22,82,-74,2
2,62,-62,-4
8,92,-82,22
-2,100,-88,2
0,78,-80,8
20,78,-42,12
14,90,-62,22
0,86,-90,-14
-2,94,-84,20
0,110,-64,26
-12,86,-66,6
-34,90,-66,0
22,98,-84,0
-14,84,-82,4
26,86,-80,18
0,78,-38,14
-4,110,-76,18
8,68,-80,2
12,100,-64,4
-2,102,-62,8
-4,76,-66,-2
4,78,-60,8
-6,90,-74,8
-4,94,-92,6
0,94,-88,6
2,90,-56,-8
-18,98,-58,2
0,84,-42,16
4,112,-62,16
-2,84,-56,6
4,86,-62,-2
10,96,-60,-2
10,80,-64,10
4,78,-42,4
14,104,-70,6
6,92,-86,30
28,92,-64,4
12,86,-62,16
26,98,-66,20
4,68,-82,4
-4,90,-54,-14
-2,80,-68,14
8,76,-64,10
8,82,-70,0
8,82,-32,0
24,90,-44,12
20,90,-44,18
-12,88,-74,4
8,78,-70,-14
18,90,-76,20
6,88,-70,-20
6,70,-54,22
0,80,-60,2
-4,86,-54,2
-14,86,-50,18
6,82,-56,10
2,86,-72,2
28,110,-54,4
30,72,-64,-8
-6,94,-54,2
18,86,-84,26
24,84,-74,32
20,104,-68,-16
18,100,-64,0
2,82,-80,2
10,102,-54,-2
20,98,-58,-22
6,100,-52,-16
10,116,-40,2
4,82,-64,-20
12,94,-38,2
18,84,-64,-14
18,104,-52,-12
2,112,-36,-2
-2,110,-72,-12
12,104,-60,-16
-8,98,-82,-28
2,92,-74,-16
20,102,-92,-12
6,94,-60,6
18,86,-66,-16
0,76,-32,-4
20,96,-48,-28
28,98,-70,2
-2,84,-72,-8
-10,84,-62,-4
8,98,-68,6
-4,68,-76,-8
18,74,-78,12
8,86,-50,-14
24,80,-84,-14
0,64,-72,-18
8,102,-78,8
-8,74,-78,-26
10,78,-86,-18
-14,78,-70,-32
30,76,-66,-22
6,78,-74,-14
-4,88,-66,-8
38,88,-78,-4
-4,82,-86,-12
8,80,-76,6
-10,78,-110,-16
-2,72,-72,-10
22,110,-78,-18
8,80,-80,-34
12,96,-70,-30
4,80,-74,-22
4,62,-90,-22
8,96,-76,-12
-12,92,-56,-14
0,66,-48,-16
22,88,-62,-20
-10,68,-72,-2
8,66,-74,-22
-12,80,-66,-16
0,80,-74,-16
-6,104,-88,-10
14,92,-80,-24
12,86,-76,-36
10,104,-98,-36
10,80,-72,-16
-12,94,-82,-28
-2,84,-64,-18
-16,78,-60,-24
6,74,-64,-14
0,84,-52,-34
-22,104,-84,-50
-8,98,-44,-28
-10,62,-72,-18
-6,86,-82,-36
8,72,-70,-10
0,84,-74,-14
-2,60,-76,-22
14,76,-60,-30
-6,82,-60,-32
-8,72,-80,-18
-10,96,-76,-32
2,74,-68,-34
-14,70,-78,-30
-12,92,-84,-44
-10,92,-94,-6
-16,90,-82,-22
-2,68,-80,-36
-16,68,-76,-50
-2,88,-92,-34
4,72,-84,-28
14,70,-78,-28
-6,94,-68,-10
-4,80,-78,-24
28,76,-78,-20
-6,70,-70,-20
4,78,-68,-36
-28,72,-82,-34
-2,60,-74,-38
20,98,-70,-36
4,72,-70,-34
0,50,-90,-28
0,68,-60,-58
-4,70,-80,-26
6,72,-86,-26
-10,76,-74,-42
-24,70,-68,-30
6,78,-82,-42
-30,72,-72,-26
0,84,-72,-40
6,86,-48,-20
-8,98,-52,-34
4,78,-84,-26
-6,80,-68,-30
2,104,-72,-20
-4,104,-80,-34
22,76,-80,-24
-20,70,-74,-32
-8,90,-52,-52
2,60,-78,-18
-14,58,-72,-36
-14,78,-76,-14
-10,70,-66,-20
-16,98,-76,-42
14,88,-58,-6
0,102,-58,-40
-30,68,-84,-18
-4,92,-72,-18
-26,94,-74,-26
-10,94,-96,-54
-8,100,-76,-12
6,82,-76,-34
-4,74,-58,-48
2,88,-68,-50
10,102,-64,-58
-14,62,-76,-36
-12,82,-82,-46
-16,84,-60,-48
-10,68,-68,-46
-22,84,-56,-32
22,76,-90,-12
-42,78,-86,-26
-4,66,-72,-30
-6,74,-90,-46
-32,98,-82,-16
-12,74,-74,-32
-10,82,-82,-36
-14,66,-76,-30
-8,70,-58,-44
-18,78,-82,-16
-4,60,-86,-36
-10,62,-72,-32
2,76,-72,6
-8,80,-72,0
-2,80,-84,-36
-6,72,-42,-44
10,88,-92,-18
2,86,-68,-26
10,78,-84,-28
-8,70,-86,-24
-10,74,-64,-34
14,68,-64,-6
4,66,-74,-38
-10,108,-72,-30
-22,64,-78,-34
-8,84,-68,-14
0,82,-76,-32
14,64,-74,-26
-10,74,-78,-32
-10,80,-68,-20
-10,64,-68,-12
-16,94,-66,-28
18,92,-82,-30
-10,88,-92,-42
14,60,-76,-26
-12,74,-68,-22
8,80,-80,-20
-12,86,-66,-14
8,84,-98,-22
-24,72,-76,-20
2,68,-72,-16
-18,90,-68,-18
-8,82,-90,-20
-12,74,-74,2
-24,82,-48,-8
-4,100,-74,-34
-20,74,-66,-24
-4,98,-76,-20
-16,64,-60,-16
0,96,-82,-8
-16,72,-68,-20
-6,80,-86,-14
-2,70,-62,-16
-22,70,-96,-26
2,64,-84,8
-30,82,-78,-30
10,90,-74,-24
10,100,-80,-24
4,78,-86,-36
-38,74,-64,-14
6,82,-64,-12
-8,76,-74,-14
-20,88,-88,-22
-6,76,-80,-8
0,84,-82,-14
-10,104,-70,-12
-32,68,-86,-12
-16,66,-84,-38
-12,90,-88,4
-10,78,-92,-12
-6,80,-72,-34
-24,86,-92,-20
10,82,-84,-18
0,96,-84,6
-24,106,-72,-18
6,84,-78,-20
-4,58,-70,-2
-20,98,-58,-16
-10,74,-74,-42
-26,100,-80,-10
-6,108,-82,-28
-24,90,-80,4
-26,84,-78,-12
-6,74,-58,0
-2,80,-74,0
-6,72,-62,-6
0,92,-98,-18
4,68,-86,-4
10,90,-70,-18
12,106,-86,-12
-30,80,-62,-14
-30,92,-48,-10
-22,54,-58,-20
12,92,-58,-6
-16,72,-92,-8
-10,76,-64,-20
-12,68,-78,-8
-4,80,-74,-2
-12,94,-80,14
-10,92,-70,-18
-4,66,-88,-6
-26,82,-76,0
-14,90,-90,-18
-12,58,-66,-38
-10,90,-84,-6
-12,70,-78,-14
2,106,-80,-20
-14,82,-62,-6
-14,80,-68,0
-4,100,-64,-14
-6,76,-52,-34
-8,102,-74,-26
-8,90,-72,-12
-16,82,-72,8
-14,76,-70,-24
-18,76,-80,-12
-16,72,-88,-20
-10,80,-82,10
0,108,-52,-2
-8,96,-60,6
4,82,-62,-2
-24,88,-70,-24
-22,114,-72,10
4,102,-82,-24
-22,80,-58,-18
18,76,-74,-8
22,86,-66,-12
0,70,-60,4
18,88,-74,10
-14,94,-58,-12
-24,96,-72,-12
-12,92,-86,-22
-12,90,-60,16
-24,100,-60,12
-4,82,-62,-8
-14,112,-58,-10
-8,92,-76,2
-22,92,-82,2
16,100,-78,-10
-16,80,-66,10
-18,98,-50,-14
-26,90,-68,12
-4,86,-74,-12
-6,92,-68,-4
0,78,-84,-12
-18,102,-78,8
-6,68,-50,-22
16,64,-70,30
-2,82,-88,10
-2,98,-62,-2
-6,92,-66,16
-12,78,-92,4
8,94,-80,2
-8,86,-76,4
-14,100,-76,8
26,96,-78,-10
8,86,-82,10
0,74,-78,4
-14,90,-48,6
-10,74,-74,8
-28,60,-88,18
-24,78,-66,-2
-8,78,-58,16
-22,94,-62,14
-16,96,-90,-12
-20,86,-78,14
-12,102,-86,20
-4,66,-80,20
-2,92,-66,4
8,94,-80,12
0,74,-74,4
4,82,-76,-20
-8,86,-64,24
-6,80,-74,22
-10,92,-50,6
-24,70,-80,28
-12,72,-48,2
-20,82,-52,28
-6,100,-58,10
10,82,-70,12
-12,102,-74,28
-8,84,-78,30
10,122,-56,18
-20,104,-80,24
-2,78,-98,0
0,82,-84,6
-20,80,-62,-6
-4,100,-52,6
-16,76,-36,4
10,96,-64,0
-12,92,-60,-4
-8,94,-64,14
-22,86,-88,24
0,88,-78,4
-22,92,-62,12
6,106,-64,16
-10,90,-78,6
-14,98,-66,30
-32,86,-62,22
-10,58,-68,-6
2,80,-72,16
8,74,-60,20
0,62,-60,20
-22,86,-64,16
-4,88,-60,12
-6,82,-74,-6
-6,102,-82,24
-14,88,-68,30
-2,104,-92,4
-14,96,-62,18
-6,96,-54,-2
-24,94,-68,-4
-22,82,-62,6
-12,56,-64,10
4,70,-60,12
-28,70,-60,-20
-10,100,-86,8
-6,104,-66,8
-30,104,-78,10
-22,78,-92,6
-12,104,-80,18
-6,90,-66,-4
-8,94,-102,8
-26,74,-74,4
-6,72,-90,14
-12,44,-96,2
-20,68,-74,4
-10,70,-76,24
-4,88,-84,44
-16,80,-86,4
-24,102,-94,8
8,84,-78,0
-22,102,-76,0
-10,108,-112,24
-16,124,-90,32
-22,76,-58,12
-12,76,-80,-6
-16,62,-70,6
-8,76,-88,6
-12,74,-94,14
-12,66,-72,8
-10,84,-78,-4
-22,84,-64,20
-18,88,-70,18
-14,98,-74,12
-28,102,-50,8
-12,80,-64,8
-28,84,-82,-4
-28,68,-80,12
-14,84,-86,-2
-6,80,-82,24
-20,76,-64,8
-30,76,-84,4
-16,78,-88,0
-20,84,-100,10
-8,72,-78,-8
-28,78,-54,2
-36,82,-54,18
-6,70,-76,12
-36,98,-90,4
-14,74,-84,14
-14,70,-70,2
2,92,-80,32
-10,104,-94,28
-26,86,-96,10
-6,84,-76,6
-20,100,-80,28
0,84,-64,34
0,66,-78,40
-32,86,-78,2
-26,82,-38,16
-22,86,-72,10
-22,86,-72,28
-24,86,-48,36
-4,88,-54,18
-2,90,-76,14
-12,94,-64,16
-8,94,-76,24
-8,84,-64,10
-12,90,-66,24
6,88,-52,20
-24,60,-74,-10
-10,80,-84,22
-34,90,-74,20
-38,90,-86,24
-14,92,-72,38
-28,102,-86,24
-36,78,-68,26
-20,88,-62,26
-28,72,-80,0
-12,98,-86,8
-16,110,-104,-4
-16,70,-72,14
-26,76,-64,42
-16,78,-82,12
-26,92,-76,48
-16,94,-88,14
-34,78,-66,10
-28,76,-78,12
-38,80,-60,26
-28,94,-58,8
-14,80,-56,-18
-8,86,-90,14
-22,86,-68,6
-28,100,-96,30
-24,86,-66,36
-24,58,-80,16
2,90,-72,16
-36,66,-74,32
-24,90,-62,10
-18,92,-84,28
-6,106,-66,26
-18,88,-82,12
-2,102,-52,6
10,72,-88,16
-28,90,-80,4
-14,94,-56,0
10,114,-90,12
0,100,-82,26
-26,88,-74,14
-14,88,-50,30
-8,86,-64,40
-42,86,-62,16
-14,100,-68,8
-18,84,-70,24
-38,78,-82,26
-16,62,-74,28
-28,84,-66,32
-14,88,-80,26
-30,100,-96,16
-28,84,-86,36
12,100,-78,46
-26,72,-74,-6
-28,84,-92,32
-10,92,-66,24
10,86,-66,16
-2,90,-52,8
-22,100,-66,32
-24,80,-44,52
-26,96,-42,38
-18,88,-70,34
-28,84,-90,40
-16,100,-72,22
-10,96,-62,14
-12,114,-72,16
-6,108,-96,34
0,64,-62,30
-8,100,-60,28
-14,88,-82,32
0,80,-44,36
-12,118,-68,20
-28,98,-64,18
-20,100,-76,14
8,98,-60,56
-6,92,-76,30
-4,98,-66,18
-24,94,-72,44
0,106,-56,20
0,68,-72,14
-30,62,-70,48
0,108,-52,46
10,84,-60,30
-22,76,-62,44
-8,116,-62,32
32,90,-70,28
-6,96,-84,8
16,106,-58,26
-14,96,-62,-20
-20,94,-78,62
-20,90,-84,-4
-10,94,-54,74
-14,102,-54,56
-2,88,-72,64
14,120,-74,88
12,104,-54,56
4,106,-78,10
-2,112,-78,52
-6,88,-88,82
-16,96,-76,44
-8,90,-88,34
0,82,-68,50
8,102,-62,20
6,74,-54,18
-6,82,-68,36
-6,78,-40,50
-4,64,-82,36
-16,92,-88,66
-18,80,-34,-6
-26,72,-80,56
-38,84,-70,80
-4,102,-46,6
-2,106,-64,102
2,74,-90,88
-12,96,-82,-10
-10,96,-66,120
-14,104,-88,16
0,92,-74,54
-26,92,-60,110
-30,118,-72,36
-20,108,-80,58
-12,66,-50,52
-2,92,-68,52
-8,80,-56,32
-18,92,-76,54
34,96,-70,60
18,86,-62,76
10,90,-60,78
-16,90,-50,32
-18,106,-74,54
-14,90,-52,-8
8,84,-76,10
10,86,-70,40
-8,104,-60,0
-10,84,-74,30
-6,88,-84,48
-30,84,-62,34
6,104,-70,50
-28,78,-90,20
-24,90,-70,-8
-6,106,-92,66
-6,64,-68,-12
-16,50,-64,78
-22,78,-60,-2
-8,100,-70,34
-16,58,-82,58
-12,76,-48,4
-20,78,-58,82
-20,72,-50,52
-4,92,-72,80
-4,90,-40,16
-30,94,-64,30
-8,94,-56,18
-34,84,-64,-12
-24,78,-70,10
8,110,-74,22
-8,66,-76,36
-6,76,-84,62
12,112,-92,40
-12,92,-80,52
-22,80,-68,30
0,88,-48,64
-12,80,-50,56
-16,78,-52,50
-24,80,-68,46
-42,102,-84,62
-8,106,-70,30
-8,132,-86,-26
-18,66,-62,2
-4,80,-82,44
-16,108,-92,38
-2,90,-42,38
-10,84,-42,22
-12,56,-66,40
-12,88,-72,14
-16,78,-82,8
-18,90,-94,-4
-12,86,-98,38
-28,104,-78,10
-24,96,-76,12
-12,82,-94,4
4,88,-80,20
-6,82,-46,-8
12,100,-70,52
2,80,-84,32
10,54,-64,-6
-18,88,-78,32
-4,88,-74,2
-2,76,-48,26
-18,96,-60,-64
-18,86,-70,0
2,68,-62,14
-18,72,-76,-12
-32,80,-70,48
-2,96,-72,48
-12,80,-86,-34
4,72,-50,-8
-20,88,-66,4
12,94,-52,-12
-20,80,-80,8
-22,96,-64,26
4,94,-44,-2
12,68,-60,22
-2,106,-42,12
-24,84,-82,6
8,88,-76,30
-8,80,-96,22
8,86,-74,20
-2,88,-74,2
-14,118,-60,2
6,58,-52,-38
-24,114,-42,28
-2,80,-74,8
-20,88,-68,22
-20,72,-72,14
4,68,-62,8
-2,92,-48,-38
12,94,-82,-6
6,92,-64,10
8,82,-74,2
-2,96,-58,18
-2,106,-74,42
4,90,-46,-12
-18,82,-100,22
-10,82,-64,2
10,80,-84,18
-32,70,-90,-12
0,108,-70,30
2,86,-60,24
4,92,-56,-20
-14,84,-30,8
-12,98,-90,-6
-4,96,-58,-8
6,108,-82,-2
10,88,-52,14
-10,96,-86,8
-6,96,-62,16
-8,86,-62,6
2,118,-58,-4
12,108,-68,30
8,108,-72,4
-28,98,-58,-14
14,88,-56,12
-4,68,-54,8
6,96,-60,6
-6,80,-50,-20
30,98,-52,4
14,90,-80,32
2,100,-58,8
8,102,-70,-6
20,86,-58,14
-6,74,-64,20
22,92,-72,-18
-24,116,-72,6
18,100,-66,0
10,86,-60,20
8,94,-72,-14
-6,86,-62,14
18,74,-52,14
-8,96,-70,2
-8,74,-48,-2
-10,100,-66,-16
0,100,-98,-14
2,66,-80,-16
10,98,-74,-14
-6,78,-54,4
4,78,-48,-2
10,92,-68,0
10,62,-62,12
4,86,-56,18
-14,104,-68,-4
-4,108,-88,2
16,100,-36,10
12,92,-72,-8
18,94,-70,4
-12,110,-64,2
16,106,-72,8
16,92,-34,14
6,88,-52,8
-10,104,-50,12
12,118,-56,20
-20,88,-64,6
8,72,-46,-4
2,92,-52,4
16,66,-38,12
12,88,-72,16
10,104,-50,12
20,76,-46,-8
8,84,-64,26
10,84,-48,-6
0,92,-58,20
30,90,-84,22
0,76,-52,2
4,104,-58,24
2,110,-56,-2
36,92,-36,4
36,98,-72,16
22,90,-48,20
14,64,-60,18
12,76,-62,-14
10,76,-72,16
6,100,-70,4
16,64,-40,18
20,82,-44,-2
0,86,-76,22
-16,84,-66,28
34,106,-74,10
6,90,-56,18
12,94,-52,-8
-4,72,-72,36
6,102,-52,-6
6,92,-72,14
12,76,-86,20
18,92,-66,18
14,98,-36,4
8,100,-58,12
-4,104,-42,16
2,88,-56,16
18,86,-68,26
2,82,-66,12
-8,94,-64,28
2,106,-42,4
-6,112,-62,8
18,122,-34,38
26,106,-74,12
8,104,-50,16
18,90,-46,-18
14,100,-56,-12
8,90,-40,22
18,108,-44,-6
12,78,-54,22
18,106,-60,34
26,94,-52,12
8,96,-52,38
12,80,-54,24
18,92,-56,22
6,92,-72,20
30,84,-50,26
-8,96,-72,32
22,76,-68,12
2,80,-54,26
10,108,-68,24
32,92,-38,-4
42,82,-82,12
18,102,-64,34
26,86,-72,12
-16,98,-58,52
12,68,-74,12
16,82,-52,8
26,92,-80,32
2,78,-70,12
14,100,-70,24
22,90,-80,18
-4,110,-70,24
18,74,-42,0
32,84,-58,36
28,92,-54,20
36,78,-78,24
26,86,-36,12
6,112,-54,48
12,84,-52,30
22,88,-58,34
20,96,-50,40
14,106,-50,30
14,80,-56,50
0,96,-56,32
36,80,-66,26
36,64,-74,40
28,78,-44,18
24,110,-56,42
24,100,-52,28
4,70,-46,40
14,92,-64,44
16,86,-62,54
4,70,-46,60
12,94,-78,34
16,88,-42,38
18,98,-44,56
8,84,-48,46
28,88,-62,38
14,98,-72,30
28,92,-56,36
34,120,-72,38
16,94,-48,40
34,94,-52,64
16,94,-76,28
36,82,-78,56
22,84,-44,28
22,92,-60,52
34,78,-48,50
12,82,-82,62
6,102,-58,20
18,88,-42,70
36,100,-68,62
20,112,-72,62
48,94,-52,32
6,80,-50,42
8,82,-60,46
34,80,-62,52
26,68,-50,32
38,74,-58,50
2,76,-54,40
6,72,-70,58
2,80,-40,64
12,104,-50,42
32,64,-82,42
34,64,-74,48
6,96,-70,46
24,102,-50,64
24,90,-60,44
28,104,-72,40
6,106,-50,50
20,68,-46,62
10,98,-50,28
32,76,-46,58
14,84,-34,58
32,88,-56,32
18,72,-64,28
10,92,-72,22
26,80,-70,42
12,90,-58,44
34,74,-68,58
18,112,-46,56
14,98,-54,52
24,66,-32,20
14,92,-72,30
4,114,-64,16
8,68,-52,50
0,98,-64,52
4,98,-42,46
0,100,-50,46
24,96,-62,46
26,70,-64,36
-4,88,-60,40
36,88,-72,24
16,110,-42,50
26,102,-54,48
30,90,-80,68
22,86,-60,38
6,100,-62,60
10,114,-52,40
10,72,-66,40
20,92,-58,38
10,76,-58,68
18,102,-94,58
8,94,-40,60
30,94,-50,54
14,100,-54,50
48,102,-52,28
12,90,-40,38
6,92,-46,58
18,98,-38,76
24,88,-50,38
8,76,-42,24
10,94,-68,32
16,100,-76,70
16,94,-44,42
16,86,-62,28
12,96,-46,64
26,108,-64,68
20,106,-66,68
14,104,-76,56
14,84,-38,60
16,116,-78,46
8,116,-56,34
8,88,-64,28
34,90,-68,38
4,70,-46,6
42,106,-60,30
16,100,-58,40
18,80,-54,42
20,98,-64,36
44,104,-52,50
-6,92,-44,52
8,82,-60,40
6,108,-34,42
30,90,-60,40
12,86,-44,52
16,108,-46,38
20,88,-46,40
30,114,-70,36
0,86,-72,58
16,88,-60,52
2,102,-38,36
16,88,-52,36
22,70,-52,40
-4,88,-54,36
18,100,-48,28
6,90,-62,22
8,78,-72,40
16,102,-56,62
12,82,-66,50
18,90,-64,36
22,86,-50,62
26,90,-54,48
2,98,-46,30
20,78,-52,46
28,110,-40,26
18,94,-48,30
22,114,-40,26
30,92,-50,32
34,96,-64,40
18,106,-54,68
22,110,-46,44
10,68,-46,42
24,90,-52,40
14,76,-58,36
4,52,-62,52
-6,82,-68,56
-18,82,-54,50
20,106,-66,48
4,98,-56,44
10,82,-64,44
0,102,-46,40
22,84,-62,52
18,94,-70,42
30,86,-66,36
8,88,-30,38
-6,100,-74,44
24,104,-70,64
2,98,-76,52
24,98,-58,34
20,76,-80,48
-10,62,-56,50
-2,76,-90,46
12,100,-52,20
8,76,-58,38
-6,100,-56,54
0,98,-56,32
16,96,-34,50
-22,92,-42,60
2,80,-72,52
6,104,-64,52
16,102,-68,54
4,74,-54,62
14,82,-70,46
10,106,-44,52
22,106,-58,46
0,112,-46,50
12,86,-54,28
-6,92,-72,50
10,108,-54,52
8,90,-48,60
30,100,-74,44
32,66,-28,50
14,92,-72,56
10,102,-66,38
8,116,-64,56
-2,74,-58,58
24,90,-50,66
-2,80,-76,72
4,104,-70,52
14,96,-56,60
8,92,-32,44
32,88,-54,42
12,90,-76,54
6,90,-40,62
8,100,-38,42
12,104,-40,48
14,94,-44,64
6,96,-38,48
12,70,-66,36
16,84,-66,74
-2,68,-56,54
16,92,-46,54
0,92,-42,50
22,96,-52,52
6,102,-64,42
-2,108,-80,36
-4,80,-64,38
8,88,-68,70
12,78,-62,56
32,84,-62,54
-2,100,-58,68
10,96,-50,72
34,104,-58,60
42,96,-66,48
20,90,-66,44
14,82,-54,52
18,100,-72,62
12,94,-48,38
20,72,-58,56
16,96,-46,64
-2,100,-60,66
8,88,-66,60
12,106,-34,74
8,98,-62,38
6,82,-56,44
4,68,-62,50
-6,90,-76,62
8,100,-56,40
18,96,-66,34
4,78,-56,44
-2,86,-66,48
24,78,-42,68
-2,94,-48,70
4,94,-50,42
20,92,-44,38
18,88,-60,26
12,96,-66,70
-4,88,-66,62
8,102,-66,54
16,82,-64,60
0,66,-78,54
4,90,-68,50
-14,70,-58,54
18,86,-60,60
6,96,-46,40
4,98,-62,44
-12,106,-42,34
8,94,-62,36
-26,78,-92,66
26,76,-58,54
2,74,-72,52
0,70,-72,56
-2,58,-64,36
2,70,-82,54
16,110,-88,46
6,62,-56,32
-28,72,-76,34
-10,78,-76,40
-12,82,-64,42
-10,72,-66,42
-16,58,-66,60
0,82,-58,28
-18,68,-54,24
-22,100,-84,58
12,84,-68,56
-12,92,-58,40
-12,74,-68,50
8,84,-82,42
-12,90,-74,38
6,58,-66,48
-4,76,-88,42
2,84,-60,26
-8,74,-50,28
0,76,-72,14
20,62,-58,60
-12,70,-52,58
12,108,-68,40
0,100,-70,52
4,92,-56,60
-2,102,-66,28
-2,94,-64,46
-16,76,-70,22
-22,70,-68,30
6,82,-66,44
4,72,-80,60
-2,86,-52,38
-4,88,-42,34
14,68,-62,48
10,62,-76,50
14,84,-52,46
26,66,-58,40
6,82,-42,40
-2,80,-50,28
-4,90,-60,46
-32,90,-70,40
12,90,-72,40
-24,62,-56,58
6,72,-64,8
-2,84,-84,44
-12,76,-60,30
12,94,-78,40
12,84,-52,46
12,70,-62,22
-14,86,-72,72
6,100,-64,44
-4,90,-62,38
-4,94,-66,36
4,82,-56,58
-8,96,-74,50
-22,66,-58,34
-12,90,-72,54
-16,72,-74,18
-20,88,-62,68
-12,108,-84,44
2,56,-70,42
10,66,-56,54
10,80,-76,48
-20,98,-92,26
2,78,-64,70
-2,102,-62,30
-8,64,-50,56
14,80,-78,36
-20,76,-52,32
-16,76,-74,34
2,98,-64,34
-10,76,-60,50
4,86,-52,28
-2,98,-46,36
-10,78,-52,72
-4,82,-74,20
18,78,-68,42
-2,78,-70,66
0,102,-70,40
2,86,-52,36
-4,80,-72,48
-10,106,-70,32
6,98,-50,40
-2,92,-50,32
-16,66,-62,56
-6,100,-92,42
-10,68,-42,56
-6,102,-62,46
-18,82,-50,24
-12,110,-70,34
0,78,-50,48
-16,112,-74,40
-10,86,-56,48
-2,130,-86,54
12,102,-66,24
-4,96,-46,64
-2,80,-64,38
8,70,-56,42
-4,88,-74,36
-22,96,-60,44
18,106,-66,36
-14,96,-80,22
2,76,-62,24
-10,70,-62,32
-6,86,-54,60
-6,72,-54,36
4,82,-66,40
-6,84,-82,28
-10,72,-64,78
20,96,-62,52
-4,82,-66,48
-2,94,-48,50
-2,100,-54,48
0,80,-52,34
-10,76,-44,50
-10,84,-76,56
6,74,-46,28
-20,104,-56,48
12,102,-64,26
16,94,-56,2
-2,92,-62,40
-16,94,-50,46
-18,88,-78,34
-22,84,-50,28
0,88,-52,52
-20,90,-72,38
-26,90,-46,40
-24,74,-68,56
-24,84,-60,42
-20,92,-54,56
-20,82,-52,58
-12,106,-50,42
0,84,-82,44
-6,88,-68,42
-4,102,-62,30
28,74,-78,26
-12,72,-48,42
14,82,-60,52
-2,80,-72,42
-4,84,-66,40
24,84,-28,50
-14,116,-76,58
-22,84,-54,46
-12,84,-60,38
0,130,-86,44
-18,88,-76,46
-16,82,-78,42
-38,84,-54,50
6,92,-60,52
2,102,-56,18
-10,94,-54,18
4,90,-58,32
-18,90,-66,48
-30,96,-34,60
10,98,-58,32
0,104,-88,32
8,88,-56,44
2,84,-48,54
6,108,-76,42
-20,94,-74,46
6,86,-58,54
12,96,-64,36
-16,78,-46,50
-16,86,-78,54
-22,96,-54,36
-12,102,-62,52
-10,102,-62,46
0,102,-52,40
18,98,-78,28
-2,92,-40,32
0,92,-56,50
4,72,-44,64
-6,104,-60,42
-6,90,-24,54
-12,106,-52,60
2,82,-64,50
-8,108,-68,60
-8,98,-52,64
4,86,-68,40
-8,120,-66,48
-18,88,-62,64
22,88,-50,54
-22,112,-58,38
0,86,-66,24
-8,106,-66,64
-2,138,-42,60
14,68,-48,20
-2,88,-58,32
6,114,-40,52
-12,96,-64,60
-10,94,-54,30
6,114,-80,60
-10,86,-58,64
4,116,-64,70
-28,96,-60,64
-4,86,-42,60
2,100,-66,42
-10,112,-44,54
-10,106,-62,52
10,100,-38,42
6,118,-56,32
-30,82,-48,50
10,116,-54,44
-10,98,-70,60
-34,102,-62,40
-12,100,-64,48
6,94,-66,50
-14,108,-60,48
-32,124,-72,30
-12,100,-60,54
14,94,-48,60
22,106,-86,56
-18,110,-54,36
-10,110,-58,54
-26,86,-54,68
-2,98,-62,64
-4,94,-50,58
-6,96,-72,38
-8,84,-46,52
-6,100,-50,54
-18,98,-72,48
-4,94,-42,26
10,96,-66,56
2,98,-50,48
4,92,-60,50
10,114,-50,54
-22,110,-70,46
-14,76,-68,48
